width	sample4p	sample4m	sample5p	sample5m	sample6p	sample6m	sample7p	sample7m	sample8p	sample8m	sample9p	sample9m	sample10p	sample10m	sample11p	sample11m	sample12p	sample12m	sample13p	sample13m	sample14p	sample14m	sample15p	sample15m
WBGene00006961	4506	6608	6015	6205	6020	6365	3319	6128	5641	6627	5254	6046	5406	6444	5754	6390	6108	6216	8115	5434	5919	5834	5495	5750	5002
WBGene00015011	874	608	481	555	540	506	288	558	503	578	508	502	499	586	548	626	604	543	844	547	603	554	624	594	601
WBGene00045087	54	14	17	23	24	20	6	23	18	20	16	15	9	28	12	15	22	10	34	13	19	13	8	13	16
WBGene00015012	1138	32	48	33	44	36	24	26	27	33	44	34	31	45	38	30	48	29	46	41	45	45	35	41	31
WBGene00015013	933	19	25	23	26	22	17	15	21	28	22	38	20	36	30	31	32	35	48	31	36	50	43	36	32
WBGene00015014	1280	87	94	89	82	81	53	97	97	101	99	102	88	108	104	132	121	101	156	117	129	117	113	120	105
WBGene00015015	651	2	12	4	7	6	12	9	7	11	6	9	8	7	11	11	5	5	13	3	9	7	7	6	7
WBGene00006646	1561	127	116	132	145	138	89	213	204	253	209	303	256	318	239	350	191	200	300	145	163	173	178	185	146
WBGene00202471	77	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	1	1	0	3	0
WBGene00007115	1456	135	140	164	150	121	61	173	145	170	154	185	153	216	182	173	187	183	182	141	149	182	118	122	138
WBGene00007116	3413	710	709	732	748	827	394	717	633	765	752	805	764	883	700	886	760	712	875	568	587	603	599	579	487
WBGene00196331	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00197531	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00198743	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00198865	215	4	2	0	2	0	2	2	1	2	3	1	0	1	0	0	1	0	2	0	2	1	0	0	1
WBGene00198935	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00199905	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015024	1502	0	2	3	3	7	2	2	1	0	0	2	0	0	1	1	0	0	1	0	1	3	1	0	0
WBGene00015025	954	3703	3498	3738	3622	3811	1994	3802	3414	3865	3343	3793	3493	4206	3639	4070	3852	3694	4799	3367	3666	3266	3172	3010	2804
WBGene00044413	196	100	79	84	97	81	56	91	119	90	89	73	78	94	101	104	83	88	126	93	98	81	100	97	84
WBGene00044644	444	1441	896	2020	922	3632	617	6203	1305	7304	1129	7099	1584	6572	2157	5602	3273	4558	5135	4288	5255	2950	4296	2449	3156
WBGene00044646	250	14	7	30	2	87	7	203	6	341	10	501	13	618	30	684	49	699	971	84	107	579	93	466	54
WBGene00194999	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00198848	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015017	2713	1358	1342	1399	1346	1393	762	1511	1274	1538	1242	1442	1175	1421	1306	1469	1327	1371	1693	1162	1218	1181	1102	1176	1036
WBGene00015018	1074	6	7	9	12	7	9	23	10	13	12	23	19	14	18	21	10	5	13	14	11	15	13	21	7
WBGene00004466	1297	8352	7700	8708	8693	9316	4705	8811	8050	9543	8212	9430	7883	9426	7572	9124	7556	8107	9945	5540	5091	6000	4364	5515	3943
WBGene00015019	1362	789	630	554	452	340	124	223	155	216	96	250	48	339	46	412	40	353	490	42	49	255	54	225	66
WBGene00015020	220	4	4	9	3	4	2	7	5	3	5	2	7	11	8	9	6	6	10	6	9	5	9	8	6
WBGene00015021	1428	3657	3483	3523	3919	3877	2013	3799	3524	4042	3528	4031	3664	4003	3986	4131	3963	3886	4896	3348	3323	3334	2987	3087	2759
WBGene00002191	1481	11761	10996	11804	11942	12209	6475	12252	10642	12384	10687	12496	10876	12735	11397	13402	12355	12404	16768	11075	11363	11579	10601	11798	9281
WBGene00015022	512	252	349	268	238	222	172	233	257	270	211	286	275	308	222	290	250	240	310	264	268	222	232	251	212
WBGene00015023	1915	794	712	750	799	808	410	884	717	949	717	899	744	949	832	1030	971	924	1315	913	939	895	876	992	852
WBGene00015026	1711	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015033	270	15	18	22	19	22	19	33	24	25	21	22	36	31	32	31	30	31	33	30	35	32	40	29	17
WBGene00015034	828	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
WBGene00000232	2153	623	712	742	720	755	428	733	698	731	680	799	670	809	747	855	826	637	914	645	617	594	572	645	510
WBGene00195755	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00197736	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00198238	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00200550	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015027	693	31	40	29	42	39	24	43	37	41	43	45	40	61	43	41	48	60	63	35	41	40	40	46	31
WBGene00001676	1227	101	88	82	87	105	46	88	98	69	72	103	109	95	76	99	95	77	105	75	85	109	99	110	70
WBGene00000099	1121	719	607	638	679	763	406	760	657	793	635	787	601	690	596	681	573	599	700	480	468	523	428	517	388
WBGene00015028	11119	16	19	25	33	28	19	17	45	29	39	33	45	40	55	49	51	49	56	34	42	34	32	36	21
WBGene00015029	974	452	438	485	431	440	281	508	443	410	427	508	399	537	503	508	522	457	656	452	494	457	453	487	466
WBGene00015030	1122	0	1	1	0	0	0	1	1	2	1	1	1	2	2	2	0	0	0	0	3	3	0	3	0
WBGene00015031	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015032	463	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	4	1	2	2	1
WBGene00015035	1871	403	438	452	626	458	349	329	529	272	476	188	425	192	403	122	341	109	146	270	212	123	133	121	121
WBGene00015036	1189	26	18	18	20	20	15	21	20	12	19	18	26	22	21	22	31	17	44	20	20	17	19	22	28
WBGene00015037	2090	191	169	184	213	199	90	193	174	224	180	181	169	190	152	206	168	186	231	154	149	175	142	155	127
WBGene00015038	1426	151	142	165	179	146	85	164	142	143	141	200	245	207	262	293	344	266	411	317	332	245	316	250	257
WBGene00003889	3077	343	289	252	294	283	133	248	271	264	247	266	283	272	269	235	258	240	332	266	246	282	212	278	221
WBGene00044111	466	77	94	59	103	49	49	55	82	32	71	29	57	24	70	11	53	17	31	77	40	21	54	22	29
WBGene00200460	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201154	54	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
WBGene00201697	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022894	72	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0
WBGene00015040	1533	33	33	29	30	23	6	24	22	29	19	35	18	38	18	23	22	36	64	34	44	66	74	108	92
WBGene00015041	1497	54	54	53	57	59	33	45	74	71	66	65	67	96	79	67	71	76	109	59	65	58	76	77	46
WBGene00015042	1500	1	0	2	0	1	1	0	5	3	8	11	15	6	18	14	14	15	33	8	7	14	10	18	7
WBGene00015043	1650	143	147	142	179	168	101	205	249	339	370	456	562	582	576	673	801	786	1073	667	754	718	751	709	712
WBGene00015044	1682	428	376	418	403	423	247	615	489	722	367	748	383	734	255	697	245	535	575	151	96	306	123	267	148
WBGene00015045	1571	59	38	65	40	42	28	47	32	58	29	49	46	55	14	41	23	38	47	13	27	31	28	33	38
WBGene00015046	263	161	137	133	181	132	152	143	429	188	605	300	1323	413	1699	412	2794	539	1079	2959	2718	1186	1750	1788	1101
WBGene00022895	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165500	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003765	603	172	114	90	81	94	38	134	57	143	50	225	91	261	207	389	573	763	2623	1170	2056	3520	2150	5891	2028
WBGene00174624	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00194988	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00194989	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00194990	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00194991	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201444	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003766	336	21	18	13	6	8	3	11	4	14	6	10	7	10	13	4	11	15	43	33	98	59	115	118	128
WBGene00003767	368	670	438	480	301	524	159	417	315	381	299	585	650	557	827	811	1540	1089	2431	2032	2738	2920	2582	4721	2326
WBGene00003768	718	1414	829	1163	675	1478	456	1562	999	1679	1063	2028	2027	2106	2438	2305	3354	2572	4237	3064	2533	3593	1737	4623	1105
WBGene00003769	458	2605	1679	2053	1191	1900	549	1900	1032	1745	913	2047	1804	1757	1650	2024	2364	2240	4748	2177	1830	4783	1495	6663	1235
WBGene00006142	1002	1	2	0	0	0	0	0	0	1	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0
WBGene00006141	1089	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
WBGene00006274	1103	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00015047	1884	1839	1800	1479	1382	1134	630	882	1011	753	798	689	915	739	1050	901	1584	1226	2447	2082	3046	2833	3162	3454	3107
WBGene00015048	1926	1666	1445	1287	1597	1416	1043	1819	2796	2584	3883	4670	6672	6208	8732	8573	10986	10431	13146	9987	8408	7334	5539	5759	4033
WBGene00004055	1146	1172	1084	1137	1075	1095	651	1194	1080	1294	1142	1393	1337	1569	1437	1679	1633	1597	2180	1493	1495	1470	1535	1526	1173
WBGene00015049	1107	0	1	4	5	1	3	1	4	1	5	5	6	2	2	4	10	4	16	12	13	22	21	19	19
WBGene00015050	1217	1185	1046	1094	1100	1006	620	1095	1188	1261	1163	1351	1382	1376	1539	1557	1690	1476	1817	1413	1393	1141	1193	1059	977
WBGene00015051	1100	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	4	0
WBGene00015052	989	233	236	207	251	233	133	276	283	313	287	341	371	371	352	378	413	347	355	355	342	261	281	231	238
WBGene00169354	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015053	1086	140	122	111	105	138	85	116	105	109	113	141	127	131	98	99	134	111	143	85	101	123	145	126	104
WBGene00015058	796	0	0	1	0	1	0	1	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1
WBGene00044582	1182	124	123	143	134	151	51	156	107	149	107	152	109	141	110	156	128	137	130	119	129	123	117	93	124
WBGene00166269	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	1	1
WBGene00172519	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201384	132	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
WBGene00015054	1434	3	2	1	3	0	3	1	4	1	1	1	1	0	2	2	1	0	2	2	4	0	1	4	0
WBGene00015055	1618	971	850	840	951	824	419	622	591	518	316	338	218	227	169	162	185	147	300	181	228	324	192	515	162
WBGene00006418	1774	211	62	341	82	533	63	776	139	959	136	1047	175	922	158	823	201	620	798	164	179	547	187	549	146
WBGene00015056	1522	53	40	31	32	29	16	25	29	28	52	29	146	65	301	121	644	187	439	946	1396	551	1497	697	1358
WBGene00000717	974	87	201	149	459	238	450	411	1181	752	1568	1028	2592	1336	3091	1808	4041	2040	3082	4170	4476	2469	3900	2634	3803
WBGene00000718	901	4	30	17	120	31	75	31	245	60	464	168	939	275	976	431	1388	523	900	1434	1575	619	1080	606	810
WBGene00000599	963	131	274	202	614	383	569	628	1635	1014	2118	1518	3286	1890	4144	2438	4875	2606	3960	5254	5826	3391	5271	3639	5481
WBGene00015057	3729	1841	1727	1854	1957	2386	1129	3127	2114	4402	2157	5409	2113	5853	1999	6005	1726	4963	5625	1373	1301	3130	1432	2944	1407
WBGene00015059	737	76	63	29	24	19	18	22	14	26	34	34	29	50	102	114	154	185	369	358	499	400	679	511	718
WBGene00015061	23853	66432	59636	63784	65305	67684	36014	65120	60699	76781	65756	71987	66594	77417	73536	82421	81233	86875	108639	69953	69793	80753	69176	82800	61522
WBGene00015062	713	31	16	25	24	19	8	17	11	37	10	53	19	31	36	34	19	19	32	19	13	24	20	32	16
WBGene00015063	462	52	58	49	54	65	37	49	59	38	63	57	50	79	60	76	52	95	90	56	84	70	60	76	42
WBGene00015064	969	5436	4797	5205	5099	5330	3017	5839	5392	5917	4985	5627	5030	5458	5027	4924	5132	4170	4903	4144	4127	3047	3523	2544	3887
WBGene00015065	1365	1	2	1	1	4	1	1	1	0	1	3	0	6	3	2	1	0	0	0	0	0	0	0	0
WBGene00015066	1332	4	5	3	4	1	6	3	4	6	5	7	2	5	2	1	0	2	4	2	3	0	3	1	1
WBGene00022896	72	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015067	1800	211	167	232	203	219	117	236	182	277	181	290	223	311	291	314	309	342	462	248	318	313	268	326	262
WBGene00015074	1046	2934	2304	2863	2433	3027	1329	3346	2436	3651	2307	3791	2180	3843	2019	3725	1962	3182	3740	1569	1872	2407	2036	2096	2418
WBGene00015075	1121	2029	1801	1980	2091	2049	1128	2064	2029	2306	1958	2293	2008	2354	2041	2267	2246	2165	2827	1873	1963	2014	1781	1782	1760
WBGene00015076	680	160	164	125	133	94	48	47	53	55	26	35	29	31	50	52	62	74	279	101	172	492	211	925	250
WBGene00015077	2543	8	0	2	4	6	0	4	2	5	7	6	3	4	6	11	4	0	16	4	8	12	3	23	10
WBGene00044537	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165546	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172308	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00199827	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015068	843	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
WBGene00015069	936	0	0	3	2	2	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	2	1	0	2
WBGene00015070	972	3	4	6	1	3	0	4	3	8	6	6	2	3	3	6	3	2	4	0	4	1	2	2	2
WBGene00015071	1737	1	3	4	1	3	1	1	2	2	0	0	1	2	0	1	2	1	3	4	0	3	0	1	1
WBGene00015072	1104	7	1	2	8	1	4	4	7	5	5	3	8	3	6	9	9	6	7	7	8	3	6	8	3
WBGene00015073	2158	184	170	162	211	200	124	237	198	219	215	283	287	298	271	332	325	316	450	281	266	315	297	383	226
WBGene00004359	1457	147	125	128	132	137	92	163	233	257	299	348	477	486	594	555	591	495	775	505	605	536	672	630	634
WBGene00007117	2514	12	14	6	11	2	3	2	5	1	2	5	4	1	0	1	1	0	4	0	7	2	5	0	2
WBGene00000907	3817	188	182	208	180	222	115	206	182	196	198	256	226	214	292	267	229	247	294	249	243	223	236	217	148
WBGene00007118	1982	2006	1990	2053	2137	2225	1128	2202	1903	2360	2099	2308	2067	2265	2275	2264	2096	2042	2521	1712	1704	1573	1489	1543	1380
WBGene00197623	85	0	4	8	2	1	1	1	5	3	2	1	2	3	3	8	5	1	9	2	10	2	1	0	2
WBGene00198702	144	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00015085	1965	72	85	101	92	77	55	112	105	87	94	102	110	117	256	169	254	134	287	252	289	188	334	183	240
WBGene00015086	595	0	1	1	3	0	0	0	1	1	1	1	3	2	2	2	1	0	8	7	1	2	1	6	1
WBGene00196359	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00200415	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00002048	2590	4749	4653	4306	4782	4909	2573	4634	4419	5247	4659	5508	5626	5575	4908	5772	5466	5582	7401	5000	5450	5936	5099	5967	4662
WBGene00015079	960	8	4	4	7	5	3	4	1	2	7	6	6	14	15	25	14	24	29	19	21	22	11	22	13
WBGene00015080	1235	54	49	54	64	51	30	71	57	75	48	68	40	72	55	66	48	59	65	47	57	66	55	61	38
WBGene00015081	3036	32	45	39	49	41	24	50	53	40	40	48	52	59	108	86	117	93	169	121	171	103	148	98	129
WBGene00015082	960	13	16	11	7	8	1	5	6	5	4	4	14	2	8	10	18	2	12	18	29	13	42	23	46
WBGene00015083	1804	125	132	161	195	185	99	194	167	202	188	234	201	244	211	253	290	240	300	253	259	257	252	199	211
WBGene00015084	611	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	4	2	1	0	1	0	0
WBGene00022897	71	0	0	0	2	0	1	0	0	0	1	1	0	0	1	0	0	0	1	2	0	1	0	0	0
WBGene00022898	82	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	2	1	1
WBGene00022899	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007127	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00004413	878	6628	6696	6636	7666	8424	3781	6735	6062	6666	6430	7265	7032	7419	6316	6985	7454	6800	9505	7004	7291	7620	6061	7016	6183
WBGene00189978	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00196688	142	0	2	2	2	2	2	0	1	1	1	1	0	1	1	0	1	2	0	0	0	1	1	0	1
WBGene00197937	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00198398	231	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
WBGene00007119	841	100	91	97	94	88	59	91	104	104	108	92	104	115	118	119	104	107	160	112	110	113	100	90	102
WBGene00007121	1443	216	226	181	197	227	122	232	210	223	169	194	159	182	211	207	189	220	264	183	198	214	185	170	180
WBGene00007122	1082	3314	3146	3430	3480	3579	1752	3424	3139	3442	3239	3623	3362	3740	3397	3652	3773	3607	4870	3465	4063	3427	3620	3297	3871
WBGene00007123	852	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007125	692	9	8	12	13	9	4	9	7	7	12	11	5	10	7	10	17	7	16	15	17	9	17	15	10
WBGene00007126	1492	184	165	147	187	151	93	155	178	183	169	180	237	191	291	230	265	255	346	288	295	232	286	218	275
WBGene00015087	2318	361	377	426	405	386	254	417	335	334	370	381	330	383	407	451	398	301	517	404	413	411	452	409	382
WBGene00174671	21	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
WBGene00000211	1828	355	376	442	419	470	295	599	638	793	711	1001	880	1194	908	1265	862	1202	1615	653	599	1044	596	1025	570
WBGene00015088	1601	648	635	601	723	571	412	671	847	896	807	1156	955	1314	1070	1424	942	1134	1644	829	834	990	891	1024	848
WBGene00000886	625	375	347	369	353	426	215	394	403	397	353	401	392	376	376	416	391	377	516	288	297	362	299	345	282
WBGene00015089	964	31	29	22	43	38	22	30	47	38	35	39	25	35	17	33	38	28	23	28	30	16	24	29	28
WBGene00044615	308	237	207	187	188	228	113	187	240	236	205	232	210	236	230	255	244	269	367	231	255	247	271	269	202
WBGene00167435	21	18	18	12	22	13	9	20	27	16	25	17	17	28	25	21	29	15	25	20	18	30	26	14	28
WBGene00015091	2622	2191	2048	2088	2109	2235	1172	2173	1907	2349	2059	2235	2038	2426	2306	2518	2474	2522	3421	2409	2622	2367	2529	2474	2306
WBGene00002583	8565	15259	13765	14956	15350	15816	8420	15538	14154	16835	15164	16750	15548	17595	16902	18046	17982	17473	23259	15686	16193	17029	15604	17105	14669
WBGene00015092	931	1929	1680	1760	1799	1695	992	1815	1700	2067	1699	1789	1688	1916	1904	1865	2051	1806	2466	1672	1746	1596	1614	1611	1496
WBGene00015093	606	2	0	0	0	3	0	0	3	0	0	2	1	0	4	1	0	1	3	2	1	0	3	3	0
WBGene00015094	595	1	1	2	2	2	2	4	3	2	3	3	3	5	6	4	6	2	5	2	2	5	2	5	1
WBGene00015095	1159	675	687	751	714	796	426	914	731	836	823	928	804	989	848	940	978	1029	1315	851	927	951	887	892	814
WBGene00015096	648	1363	1145	1087	970	978	573	997	982	998	871	824	691	908	764	842	759	769	1003	561	547	630	577	651	571
WBGene00195057	504	1	2	0	0	1	0	0	2	1	0	1	2	0	0	0	1	0	2	0	1	0	0	2	2
WBGene00006538	1564	784	644	814	807	824	417	782	753	832	775	781	782	833	859	832	863	788	1068	727	715	787	620	641	563
WBGene00007128	642	211	166	174	202	204	116	218	176	182	162	178	138	180	161	200	151	174	265	128	136	133	129	134	108
WBGene00007129	1062	6137	5096	6307	6185	7209	3293	6785	5610	7055	6135	7084	5981	7005	5739	6695	6051	5967	7459	4990	4817	4730	3932	4300	3514
WBGene00007130	868	1274	1261	1236	1383	1290	753	1291	1310	1237	1177	1178	1286	1206	1131	1097	1088	953	1239	918	865	814	790	666	799
WBGene00015097	765	11	21	8	7	9	8	10	10	12	5	20	11	15	16	11	22	29	22	19	12	29	20	31	26
WBGene00045805	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173139	21	0	0	2	3	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
WBGene00173250	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173798	21	1	0	0	0	2	0	0	3	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	1
WBGene00174076	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174126	21	0	1	1	1	0	1	0	1	1	1	1	0	1	1	3	0	2	1	0	0	0	3	1	1
WBGene00174172	21	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174316	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174467	21	2	6	1	0	0	3	2	2	1	1	1	2	0	0	3	1	0	0	0	2	1	5	2	0
WBGene00174526	21	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1
WBGene00174863	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045963	21	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
WBGene00175021	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00199390	57	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00199932	259	6	10	5	8	2	4	8	6	5	7	9	7	6	12	7	4	13	13	9	5	4	7	9	4
WBGene00200969	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00202409	201	1	0	3	2	1	0	4	2	7	7	4	2	4	5	8	4	3	3	3	2	2	2	2	1
WBGene00045983	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046097	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046327	21	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
WBGene00046476	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046804	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047355	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00047392	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047396	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047502	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047891	21	0	0	1	0	2	0	0	0	1	0	2	0	1	0	0	0	2	0	0	0	0	4	1	0
WBGene00004243	1880	106	108	82	107	112	63	118	89	121	123	128	125	157	148	148	150	151	182	145	130	173	112	154	143
WBGene00047994	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048145	21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048189	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048849	21	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048871	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048936	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049158	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00049170	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00015098	1422	199	192	260	280	276	137	233	245	291	281	344	261	353	341	393	379	293	491	321	348	333	332	268	326
WBGene00049511	21	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
WBGene00050016	21	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
WBGene00050032	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050255	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050285	21	1	0	0	0	2	0	0	3	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	1
WBGene00050390	21	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00050436	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050772	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
